"1870";"DPA";"NACIONAL / ANGOLA (DPA)";"1";"/293/2/";"/293/"
"245103";"12186";"EP OMUNDJOWI";"64";"/293/2/19/2/1/30/";"/293/2/19/2/1/"
"245104";"1";"MESA 1";"128";"/293/2/19/2/1/30/1/";"/293/2/19/2/1/30/"
"245261";"12187";"EP OSHOMUKUIYU 8";"64";"/293/2/19/2/1/31/";"/293/2/19/2/1/"
"245262";"1";"MESA 1";"128";"/293/2/19/2/1/31/1/";"/293/2/19/2/1/31/"
"696538";"2";"MESA 2";"128";"/293/2/19/2/1/31/2/";"/293/2/19/2/1/31/"
"696539";"3";"MESA 3";"128";"/293/2/19/2/1/31/3/";"/293/2/19/2/1/31/"
"696540";"4";"MESA 4";"128";"/293/2/19/2/1/31/4/";"/293/2/19/2/1/31/"
"245263";"12188";"EP OSHOMUKUIYU 8 (2)";"64";"/293/2/19/2/1/32/";"/293/2/19/2/1/"
"245264";"1";"MESA 1";"128";"/293/2/19/2/1/32/1/";"/293/2/19/2/1/32/"
"696541";"2";"MESA 2";"128";"/293/2/19/2/1/32/2/";"/293/2/19/2/1/32/"
"696542";"3";"MESA 3";"128";"/293/2/19/2/1/32/3/";"/293/2/19/2/1/32/"
"696543";"4";"MESA 4";"128";"/293/2/19/2/1/32/4/";"/293/2/19/2/1/32/"
"245265";"12189";"INSTITUTO SUPERIOR POLITÉCNICO REI LUHUNA - LUMBAMBA";"64";"/293/2/19/2/1/33/";"/293/2/19/2/1/"
"245266";"1";"MESA 1";"128";"/293/2/19/2/1/33/1/";"/293/2/19/2/1/33/"
"245267";"2";"MESA 2";"128";"/293/2/19/2/1/33/2/";"/293/2/19/2/1/33/"
"696544";"3";"MESA 3";"128";"/293/2/19/2/1/33/3/";"/293/2/19/2/1/33/"
"696545";"4";"MESA 4";"128";"/293/2/19/2/1/33/4/";"/293/2/19/2/1/33/"
"245268";"12190";"INSTITUTO SUPERIOR POLITÉCNICO REI LUHUNA - LUMBAMBA (2)";"64";"/293/2/19/2/1/34/";"/293/2/19/2/1/"
"245269";"1";"MESA 1";"128";"/293/2/19/2/1/34/1/";"/293/2/19/2/1/34/"
"696546";"2";"MESA 2";"128";"/293/2/19/2/1/34/2/";"/293/2/19/2/1/34/"
"696547";"3";"MESA 3";"128";"/293/2/19/2/1/34/3/";"/293/2/19/2/1/34/"
"696548";"4";"MESA 4";"128";"/293/2/19/2/1/34/4/";"/293/2/19/2/1/34/"
"245270";"12191";"ESCOLA PRIMÁRIA DE OMUNDU";"64";"/293/2/19/2/1/35/";"/293/2/19/2/1/"
"245271";"1";"MESA 1";"128";"/293/2/19/2/1/35/1/";"/293/2/19/2/1/35/"
"696549";"2";"MESA 2";"128";"/293/2/19/2/1/35/2/";"/293/2/19/2/1/35/"
"696550";"3";"MESA 3";"128";"/293/2/19/2/1/35/3/";"/293/2/19/2/1/35/"
"245272";"12192";"ESCOLA PRIMÁRIA DE OKAPALE 1";"64";"/293/2/19/2/1/36/";"/293/2/19/2/1/"
"245273";"1";"MESA 1";"128";"/293/2/19/2/1/36/1/";"/293/2/19/2/1/36/"
"696551";"2";"MESA 2";"128";"/293/2/19/2/1/36/2/";"/293/2/19/2/1/36/"
"696552";"3";"MESA 3";"128";"/293/2/19/2/1/36/3/";"/293/2/19/2/1/36/"
"245274";"12193";"ESCOLA DE MAGISTÉRIO ADPP - CUNENE";"64";"/293/2/19/2/1/37/";"/293/2/19/2/1/"
"245275";"1";"MESA 1";"128";"/293/2/19/2/1/37/1/";"/293/2/19/2/1/37/"
"245276";"12194";"EP EKUMA 1";"64";"/293/2/19/2/1/38/";"/293/2/19/2/1/"
"245277";"1";"MESA 1";"128";"/293/2/19/2/1/38/1/";"/293/2/19/2/1/38/"
"245278";"2";"MESA 2";"128";"/293/2/19/2/1/38/2/";"/293/2/19/2/1/38/"
"696553";"3";"MESA 3";"128";"/293/2/19/2/1/38/3/";"/293/2/19/2/1/38/"
"696554";"4";"MESA 4";"128";"/293/2/19/2/1/38/4/";"/293/2/19/2/1/38/"
"245279";"12195";"ESCOLA PRIMÁRIA DE OIPEMBE";"64";"/293/2/19/2/1/39/";"/293/2/19/2/1/"
"245280";"1";"MESA 1";"128";"/293/2/19/2/1/39/1/";"/293/2/19/2/1/39/"
"244978";"12160";"ESCOLA PRIMÁRIA DOS CASTILHOS";"64";"/293/2/19/2/1/4/";"/293/2/19/2/1/"
"244979";"1";"MESA 1";"128";"/293/2/19/2/1/4/1/";"/293/2/19/2/1/4/"
"696487";"2";"MESA 2";"128";"/293/2/19/2/1/4/2/";"/293/2/19/2/1/4/"
"696488";"3";"MESA 3";"128";"/293/2/19/2/1/4/3/";"/293/2/19/2/1/4/"
"696489";"4";"MESA 4";"128";"/293/2/19/2/1/4/4/";"/293/2/19/2/1/4/"
"696490";"5";"MESA 5";"128";"/293/2/19/2/1/4/5/";"/293/2/19/2/1/4/"
"245282";"12196";"EP OMUFITU UNENE 1";"64";"/293/2/19/2/1/40/";"/293/2/19/2/1/"
"245283";"1";"MESA 1";"128";"/293/2/19/2/1/40/1/";"/293/2/19/2/1/40/"
"245284";"12197";"ESCOLA PRIMÁRIA DE OIHAMBO YA DUMENI";"64";"/293/2/19/2/1/41/";"/293/2/19/2/1/"
"245285";"1";"MESA 1";"128";"/293/2/19/2/1/41/1/";"/293/2/19/2/1/41/"
"245286";"12198";"EP OSHILAO 2";"64";"/293/2/19/2/1/42/";"/293/2/19/2/1/"
"245287";"1";"MESA 1";"128";"/293/2/19/2/1/42/1/";"/293/2/19/2/1/42/"
"245288";"2";"MESA 2";"128";"/293/2/19/2/1/42/2/";"/293/2/19/2/1/42/"
"245293";"12199";"EP ONDUKUSU";"64";"/293/2/19/2/1/43/";"/293/2/19/2/1/"
"245294";"1";"MESA 1";"128";"/293/2/19/2/1/43/1/";"/293/2/19/2/1/43/"
"245299";"12200";"ESCOLA DA MISSÃO CATÓLICA DA OMUPANDA";"64";"/293/2/19/2/1/44/";"/293/2/19/2/1/"
"245300";"1";"MESA 1";"128";"/293/2/19/2/1/44/1/";"/293/2/19/2/1/44/"
"245301";"2";"MESA 2";"128";"/293/2/19/2/1/44/2/";"/293/2/19/2/1/44/"
"245307";"12201";"EP ONAMAHONGO";"64";"/293/2/19/2/1/45/";"/293/2/19/2/1/"
"245308";"1";"MESA 1";"128";"/293/2/19/2/1/45/1/";"/293/2/19/2/1/45/"
"245317";"12202";"EP OIDIVA";"64";"/293/2/19/2/1/46/";"/293/2/19/2/1/"
"245318";"1";"MESA 1";"128";"/293/2/19/2/1/46/1/";"/293/2/19/2/1/46/"
"245324";"12203";"EP ONAMBABI";"64";"/293/2/19/2/1/47/";"/293/2/19/2/1/"
"245325";"1";"MESA 1";"128";"/293/2/19/2/1/47/1/";"/293/2/19/2/1/47/"
"245335";"12204";"EP OSHIKUKU 1 - 07";"64";"/293/2/19/2/1/48/";"/293/2/19/2/1/"
"245336";"1";"MESA 1";"128";"/293/2/19/2/1/48/1/";"/293/2/19/2/1/48/"
"245338";"12205";"ES DE ONAMEVA";"64";"/293/2/19/2/1/49/";"/293/2/19/2/1/"
"245339";"1";"MESA 1";"128";"/293/2/19/2/1/49/1/";"/293/2/19/2/1/49/"
"245007";"12161";"ESCOLA PRIMÁRIA DOS CASTILHOS (2)";"64";"/293/2/19/2/1/5/";"/293/2/19/2/1/"
"245008";"1";"MESA 1";"128";"/293/2/19/2/1/5/1/";"/293/2/19/2/1/5/"
"696491";"2";"MESA 2";"128";"/293/2/19/2/1/5/2/";"/293/2/19/2/1/5/"
"696492";"3";"MESA 3";"128";"/293/2/19/2/1/5/3/";"/293/2/19/2/1/5/"
"696493";"4";"MESA 4";"128";"/293/2/19/2/1/5/4/";"/293/2/19/2/1/5/"
"696494";"5";"MESA 5";"128";"/293/2/19/2/1/5/5/";"/293/2/19/2/1/5/"
"245340";"12206";"EP OMUFITU WA NDUDU";"64";"/293/2/19/2/1/50/";"/293/2/19/2/1/"
"245341";"1";"MESA 1";"128";"/293/2/19/2/1/50/1/";"/293/2/19/2/1/50/"
"245342";"12207";"ESCOLA PRIMÁRIA DE OKAPANDA";"64";"/293/2/19/2/1/51/";"/293/2/19/2/1/"
"245343";"1";"MESA 1";"128";"/293/2/19/2/1/51/1/";"/293/2/19/2/1/51/"
"696555";"2";"MESA 2";"128";"/293/2/19/2/1/51/2/";"/293/2/19/2/1/51/"
"245346";"12208";"EP ELUMEKUNDE";"64";"/293/2/19/2/1/52/";"/293/2/19/2/1/"
"245347";"1";"MESA 1";"128";"/293/2/19/2/1/52/1/";"/293/2/19/2/1/52/"
"245348";"12209";"ESCOLA PRIMÁRIA DE OLUKANGO 1";"64";"/293/2/19/2/1/53/";"/293/2/19/2/1/"
"245349";"1";"MESA 1";"128";"/293/2/19/2/1/53/1/";"/293/2/19/2/1/53/"
"245350";"12210";"EP OMINDA 1";"64";"/293/2/19/2/1/54/";"/293/2/19/2/1/"
"245351";"1";"MESA 1";"128";"/293/2/19/2/1/54/1/";"/293/2/19/2/1/54/"
"245352";"12211";"ESCOLA PRIMÁRIA DE OONGO LA NDILOKELWA";"64";"/293/2/19/2/1/55/";"/293/2/19/2/1/"
"245353";"1";"MESA 1";"128";"/293/2/19/2/1/55/1/";"/293/2/19/2/1/55/"
"245354";"2";"MESA 2";"128";"/293/2/19/2/1/55/2/";"/293/2/19/2/1/55/"
"696556";"12212";"EP OIMOTE";"64";"/293/2/19/2/1/56/";"/293/2/19/2/1/"
"696557";"1";"MESA 1";"128";"/293/2/19/2/1/56/1/";"/293/2/19/2/1/56/"
"696558";"12213";"EP EHENGE LA SHILUNGAMWA";"64";"/293/2/19/2/1/57/";"/293/2/19/2/1/"
"696559";"1";"MESA 1";"128";"/293/2/19/2/1/57/1/";"/293/2/19/2/1/57/"
"696560";"12215";"EP OSHIKUKU 2";"64";"/293/2/19/2/1/58/";"/293/2/19/2/1/"
"696561";"1";"MESA 1";"128";"/293/2/19/2/1/58/1/";"/293/2/19/2/1/58/"
"696562";"12216";"EP OKAMBADA 92 OKATOMBA";"64";"/293/2/19/2/1/59/";"/293/2/19/2/1/"
"696563";"1";"MESA 1";"128";"/293/2/19/2/1/59/1/";"/293/2/19/2/1/59/"
"245009";"12162";"ESCOLA PRIMÁRIA 254-NAIPALALA";"64";"/293/2/19/2/1/6/";"/293/2/19/2/1/"
"245010";"1";"MESA 1";"128";"/293/2/19/2/1/6/1/";"/293/2/19/2/1/6/"
"696495";"2";"MESA 2";"128";"/293/2/19/2/1/6/2/";"/293/2/19/2/1/6/"
"696496";"3";"MESA 3";"128";"/293/2/19/2/1/6/3/";"/293/2/19/2/1/6/"
"696497";"4";"MESA 4";"128";"/293/2/19/2/1/6/4/";"/293/2/19/2/1/6/"
"696498";"5";"MESA 5";"128";"/293/2/19/2/1/6/5/";"/293/2/19/2/1/6/"
"696564";"12217";"EP OUTOKELO 1";"64";"/293/2/19/2/1/60/";"/293/2/19/2/1/"
"696565";"1";"MESA 1";"128";"/293/2/19/2/1/60/1/";"/293/2/19/2/1/60/"
"696566";"2";"MESA 2";"128";"/293/2/19/2/1/60/2/";"/293/2/19/2/1/60/"
"696567";"12220";"EP OMAKHUAMONO";"64";"/293/2/19/2/1/61/";"/293/2/19/2/1/"
"696568";"1";"MESA 1";"128";"/293/2/19/2/1/61/1/";"/293/2/19/2/1/61/"
"696569";"12221";"ESCOLA PRIMÁRIA DE OSHITUMBA";"64";"/293/2/19/2/1/62/";"/293/2/19/2/1/"
"696570";"1";"MESA 1";"128";"/293/2/19/2/1/62/1/";"/293/2/19/2/1/62/"
"696571";"2";"MESA 2";"128";"/293/2/19/2/1/62/2/";"/293/2/19/2/1/62/"
"696572";"12223";"ESCOLA PRIMÁRIA DE OSHINDUNGULU";"64";"/293/2/19/2/1/63/";"/293/2/19/2/1/"
"696573";"1";"MESA 1";"128";"/293/2/19/2/1/63/1/";"/293/2/19/2/1/63/"
"696574";"12224";"EP ODIME 1";"64";"/293/2/19/2/1/64/";"/293/2/19/2/1/"
"696575";"1";"MESA 1";"128";"/293/2/19/2/1/64/1/";"/293/2/19/2/1/64/"
"696576";"12225";"EP OMULOLA";"64";"/293/2/19/2/1/65/";"/293/2/19/2/1/"
"696577";"1";"MESA 1";"128";"/293/2/19/2/1/65/1/";"/293/2/19/2/1/65/"
"696578";"12227";"ESCOLA PRIMÁRIA DE OHAMEKE";"64";"/293/2/19/2/1/66/";"/293/2/19/2/1/"
"696579";"1";"MESA 1";"128";"/293/2/19/2/1/66/1/";"/293/2/19/2/1/66/"
"696580";"12230";"EP OKALONGA ONDJIVA";"64";"/293/2/19/2/1/67/";"/293/2/19/2/1/"
"696581";"1";"MESA 1";"128";"/293/2/19/2/1/67/1/";"/293/2/19/2/1/67/"
"696582";"12233";"EP OMINDA 2";"64";"/293/2/19/2/1/68/";"/293/2/19/2/1/"
"696583";"1";"MESA 1";"128";"/293/2/19/2/1/68/1/";"/293/2/19/2/1/68/"
"696584";"12241";"TENDA JUNTO A MANGA DE VACINAÇÃO DE GADO (ONANGHWE)";"64";"/293/2/19/2/1/69/";"/293/2/19/2/1/"
"696585";"1";"MESA 1";"128";"/293/2/19/2/1/69/1/";"/293/2/19/2/1/69/"
"245011";"12163";"ESCOLA PRIMÁRIA 254-NAIPALALA (2)";"64";"/293/2/19/2/1/7/";"/293/2/19/2/1/"
"245012";"1";"MESA 1";"128";"/293/2/19/2/1/7/1/";"/293/2/19/2/1/7/"
"696499";"2";"MESA 2";"128";"/293/2/19/2/1/7/2/";"/293/2/19/2/1/7/"
"696500";"3";"MESA 3";"128";"/293/2/19/2/1/7/3/";"/293/2/19/2/1/7/"
"696501";"4";"MESA 4";"128";"/293/2/19/2/1/7/4/";"/293/2/19/2/1/7/"
"696502";"5";"MESA 5";"128";"/293/2/19/2/1/7/5/";"/293/2/19/2/1/7/"
"696591";"12245";"EP OSHIKHUNGA (EHAFO)";"64";"/293/2/19/2/1/70/";"/293/2/19/2/1/"
"696592";"1";"MESA 1";"128";"/293/2/19/2/1/70/1/";"/293/2/19/2/1/70/"
"696601";"12266";"EP OMINDA OHAMAFO";"64";"/293/2/19/2/1/71/";"/293/2/19/2/1/"
"696602";"1";"MESA 1";"128";"/293/2/19/2/1/71/1/";"/293/2/19/2/1/71/"
"696604";"12276";"ESCOLA PRIMÁRIA DE OLUKATO";"64";"/293/2/19/2/1/72/";"/293/2/19/2/1/"
"696605";"1";"MESA 1";"128";"/293/2/19/2/1/72/1/";"/293/2/19/2/1/72/"
"696607";"12280";"ESCOLA PRIMÁRIA EKUVA 1";"64";"/293/2/19/2/1/73/";"/293/2/19/2/1/"
"696608";"1";"MESA 1";"128";"/293/2/19/2/1/73/1/";"/293/2/19/2/1/73/"
"245013";"12164";"ESCOLA PRIMÁRIA DE OKASHILA 2";"64";"/293/2/19/2/1/8/";"/293/2/19/2/1/"
"245014";"1";"MESA 1";"128";"/293/2/19/2/1/8/1/";"/293/2/19/2/1/8/"
"696503";"2";"MESA 2";"128";"/293/2/19/2/1/8/2/";"/293/2/19/2/1/8/"
"696504";"3";"MESA 3";"128";"/293/2/19/2/1/8/3/";"/293/2/19/2/1/8/"
"245015";"12165";"ESCOLA PRIMÁRIA DE OKASHILA 2 (2)";"64";"/293/2/19/2/1/9/";"/293/2/19/2/1/"
"245016";"1";"MESA 1";"128";"/293/2/19/2/1/9/1/";"/293/2/19/2/1/9/"
"245017";"2";"MESA 2";"128";"/293/2/19/2/1/9/2/";"/293/2/19/2/1/9/"
"696505";"3";"MESA 3";"128";"/293/2/19/2/1/9/3/";"/293/2/19/2/1/9/"
"3790";"170202";"NEHONE CAFIMA";"8";"/293/2/19/2/2/";"/293/2/19/2/"
"245376";"12246";"EP OIFANYAMA 96";"64";"/293/2/19/2/2/1/";"/293/2/19/2/2/"
"245377";"1";"MESA 1";"128";"/293/2/19/2/2/1/1/";"/293/2/19/2/2/1/"
"245395";"12290";"COMPLEXO ESCOLAR DE ONAMAYAKA";"64";"/293/2/19/2/2/10/";"/293/2/19/2/2/"
"245396";"1";"MESA 1";"128";"/293/2/19/2/2/10/1/";"/293/2/19/2/2/10/"
"696629";"2";"MESA 2";"128";"/293/2/19/2/2/10/2/";"/293/2/19/2/2/10/"
"245397";"12301";"EP OKAYAULA";"64";"/293/2/19/2/2/11/";"/293/2/19/2/2/"
"245398";"1";"MESA 1";"128";"/293/2/19/2/2/11/1/";"/293/2/19/2/2/11/"
"245399";"12304";"ESCOLA PRIMÁRIA DE OUPYAKADI";"64";"/293/2/19/2/2/12/";"/293/2/19/2/2/"
"245400";"1";"MESA 1";"128";"/293/2/19/2/2/12/1/";"/293/2/19/2/2/12/"
"245401";"12313";"EP OKALUSHILILA";"64";"/293/2/19/2/2/13/";"/293/2/19/2/2/"
"245402";"1";"MESA 1";"128";"/293/2/19/2/2/13/1/";"/293/2/19/2/2/13/"
"245403";"12314";"EP OKAPINDI";"64";"/293/2/19/2/2/14/";"/293/2/19/2/2/"
"245404";"1";"MESA 1";"128";"/293/2/19/2/2/14/1/";"/293/2/19/2/2/14/"
"245405";"12318";"EP OHEPUKA";"64";"/293/2/19/2/2/15/";"/293/2/19/2/2/"
"245406";"1";"MESA 1";"128";"/293/2/19/2/2/15/1/";"/293/2/19/2/2/15/"
"245407";"12324";"EP ONANGHEMA";"64";"/293/2/19/2/2/16/";"/293/2/19/2/2/"
"245408";"1";"MESA 1";"128";"/293/2/19/2/2/16/1/";"/293/2/19/2/2/16/"
"245409";"12349";"EP EMANYA";"64";"/293/2/19/2/2/17/";"/293/2/19/2/2/"
"245410";"1";"MESA 1";"128";"/293/2/19/2/2/17/1/";"/293/2/19/2/2/17/"
"696646";"2";"MESA 2";"128";"/293/2/19/2/2/17/2/";"/293/2/19/2/2/17/"
"245411";"12354";"EP OKAFUNUKA";"64";"/293/2/19/2/2/18/";"/293/2/19/2/2/"
"245412";"1";"MESA 1";"128";"/293/2/19/2/2/18/1/";"/293/2/19/2/2/18/"
"245413";"12368";"EP COMANDANTE COW BOY 89";"64";"/293/2/19/2/2/19/";"/293/2/19/2/2/"
"245414";"1";"MESA 1";"128";"/293/2/19/2/2/19/1/";"/293/2/19/2/2/19/"
"245415";"2";"MESA 2";"128";"/293/2/19/2/2/19/2/";"/293/2/19/2/2/19/"
"696650";"3";"MESA 3";"128";"/293/2/19/2/2/19/3/";"/293/2/19/2/2/19/"
"245378";"12250";"EP OKAASHENI";"64";"/293/2/19/2/2/2/";"/293/2/19/2/2/"
"245379";"1";"MESA 1";"128";"/293/2/19/2/2/2/1/";"/293/2/19/2/2/2/"
"245416";"12378";"ES OMUDIVA";"64";"/293/2/19/2/2/20/";"/293/2/19/2/2/"
"245417";"1";"MESA 1";"128";"/293/2/19/2/2/20/1/";"/293/2/19/2/2/20/"
"696653";"2";"MESA 2";"128";"/293/2/19/2/2/20/2/";"/293/2/19/2/2/20/"
"245434";"12392";"ESCOLA PRIMÁRIA DE ODAYANDEMA";"64";"/293/2/19/2/2/21/";"/293/2/19/2/2/"
"245435";"1";"MESA 1";"128";"/293/2/19/2/2/21/1/";"/293/2/19/2/2/21/"
"245436";"12393";"EP NEHONE 91";"64";"/293/2/19/2/2/22/";"/293/2/19/2/2/"
"245437";"1";"MESA 1";"128";"/293/2/19/2/2/22/1/";"/293/2/19/2/2/22/"
"245438";"2";"MESA 2";"128";"/293/2/19/2/2/22/2/";"/293/2/19/2/2/22/"
"245439";"12403";"EP OSHIDIVA 100";"64";"/293/2/19/2/2/23/";"/293/2/19/2/2/"
"245440";"1";"MESA 1";"128";"/293/2/19/2/2/23/1/";"/293/2/19/2/2/23/"
"245441";"12405";"EP EKAKA 90";"64";"/293/2/19/2/2/24/";"/293/2/19/2/2/"
"245442";"1";"MESA 1";"128";"/293/2/19/2/2/24/1/";"/293/2/19/2/2/24/"
"245606";"12408";"ESCOLA PRIMÁRIA DE OKATALE";"64";"/293/2/19/2/2/25/";"/293/2/19/2/2/"
"245607";"1";"MESA 1";"128";"/293/2/19/2/2/25/1/";"/293/2/19/2/2/25/"
"245608";"12415";"ESCOLA PRIMÁRIA DE OSHINGADU";"64";"/293/2/19/2/2/26/";"/293/2/19/2/2/"
"245609";"1";"MESA 1";"128";"/293/2/19/2/2/26/1/";"/293/2/19/2/2/26/"
"245610";"12427";"EP OKAMWANDI";"64";"/293/2/19/2/2/27/";"/293/2/19/2/2/"
"245611";"1";"MESA 1";"128";"/293/2/19/2/2/27/1/";"/293/2/19/2/2/27/"
"245613";"12428";"EP OKAMUPALALA 102";"64";"/293/2/19/2/2/28/";"/293/2/19/2/2/"
"245614";"1";"MESA 1";"128";"/293/2/19/2/2/28/1/";"/293/2/19/2/2/28/"
"245617";"12436";"EP ONYALUHEKE 84";"64";"/293/2/19/2/2/29/";"/293/2/19/2/2/"
"245618";"1";"MESA 1";"128";"/293/2/19/2/2/29/1/";"/293/2/19/2/2/29/"
"245381";"12255";"EP ONANAPA";"64";"/293/2/19/2/2/3/";"/293/2/19/2/2/"
"245382";"1";"MESA 1";"128";"/293/2/19/2/2/3/1/";"/293/2/19/2/2/3/"
"245619";"12444";"ESCOLA PRIMÁRIA DE OKAPUNDUKA";"64";"/293/2/19/2/2/30/";"/293/2/19/2/2/"
"245620";"1";"MESA 1";"128";"/293/2/19/2/2/30/1/";"/293/2/19/2/2/30/"
"245621";"12446";"ESCOLA PRIMÁRIA DE ONDOVA";"64";"/293/2/19/2/2/31/";"/293/2/19/2/2/"
"245622";"1";"MESA 1";"128";"/293/2/19/2/2/31/1/";"/293/2/19/2/2/31/"
"245623";"2";"MESA 2";"128";"/293/2/19/2/2/31/2/";"/293/2/19/2/2/31/"
"245624";"12460";"EP OKALONDO 80";"64";"/293/2/19/2/2/32/";"/293/2/19/2/2/"
"245625";"1";"MESA 1";"128";"/293/2/19/2/2/32/1/";"/293/2/19/2/2/32/"
"696658";"2";"MESA 2";"128";"/293/2/19/2/2/32/2/";"/293/2/19/2/2/32/"
"245626";"12463";"EP OMAKOLOMBONGO";"64";"/293/2/19/2/2/33/";"/293/2/19/2/2/"
"245627";"1";"MESA 1";"128";"/293/2/19/2/2/33/1/";"/293/2/19/2/2/33/"
"245628";"12491";"ESCOLA PRIMÁRIA DE KAFIMA";"64";"/293/2/19/2/2/34/";"/293/2/19/2/2/"
"245629";"1";"MESA 1";"128";"/293/2/19/2/2/34/1/";"/293/2/19/2/2/34/"
"696687";"2";"MESA 2";"128";"/293/2/19/2/2/34/2/";"/293/2/19/2/2/34/"
"245630";"12534";"EP OSHITANDO 18";"64";"/293/2/19/2/2/35/";"/293/2/19/2/2/"
"245631";"1";"MESA 1";"128";"/293/2/19/2/2/35/1/";"/293/2/19/2/2/35/"
"245383";"12260";"EP OSHUUMBILA";"64";"/293/2/19/2/2/4/";"/293/2/19/2/2/"
"245384";"1";"MESA 1";"128";"/293/2/19/2/2/4/1/";"/293/2/19/2/2/4/"
"245385";"12263";"ESCOLA PRIMÁRIA DE OKAMBADA 2 OSHIPETA";"64";"/293/2/19/2/2/5/";"/293/2/19/2/2/"
"245386";"1";"MESA 1";"128";"/293/2/19/2/2/5/1/";"/293/2/19/2/2/5/"
"245387";"12264";"ESCOLA PRIMÁRIA DE ANYANCA";"64";"/293/2/19/2/2/6/";"/293/2/19/2/2/"
"245388";"1";"MESA 1";"128";"/293/2/19/2/2/6/1/";"/293/2/19/2/2/6/"
"696599";"2";"MESA 2";"128";"/293/2/19/2/2/6/2/";"/293/2/19/2/2/6/"
"245389";"12272";"E P OMUKHUMBA";"64";"/293/2/19/2/2/7/";"/293/2/19/2/2/"
"245390";"1";"MESA 1";"128";"/293/2/19/2/2/7/1/";"/293/2/19/2/2/7/"
"245391";"12278";"EP OSHITOTA";"64";"/293/2/19/2/2/8/";"/293/2/19/2/2/"
"245392";"1";"MESA 1";"128";"/293/2/19/2/2/8/1/";"/293/2/19/2/2/8/"
"245393";"12289";"EP OKAMBADA KA HANGHOME";"64";"/293/2/19/2/2/9/";"/293/2/19/2/2/"
"245394";"1";"MESA 1";"128";"/293/2/19/2/2/9/1/";"/293/2/19/2/2/9/"
"3791";"170203";"EVALE";"8";"/293/2/19/2/3/";"/293/2/19/2/"
"245587";"12299";"EP OSHAMALA";"64";"/293/2/19/2/3/1/";"/293/2/19/2/3/"
"245588";"1";"MESA 1";"128";"/293/2/19/2/3/1/1/";"/293/2/19/2/3/1/"
"245632";"12355";"EP ENGHOLO 26";"64";"/293/2/19/2/3/10/";"/293/2/19/2/3/"
"245633";"1";"MESA 1";"128";"/293/2/19/2/3/10/1/";"/293/2/19/2/3/10/"
"245635";"12356";"EP OMUTAKU WA LILAULA 26";"64";"/293/2/19/2/3/11/";"/293/2/19/2/3/"
"245636";"1";"MESA 1";"128";"/293/2/19/2/3/11/1/";"/293/2/19/2/3/11/"
"245637";"12359";"ESCOLA PRIMÁRIA DE NAMBWEKHUMBI";"64";"/293/2/19/2/3/12/";"/293/2/19/2/3/"
"245638";"1";"MESA 1";"128";"/293/2/19/2/3/12/1/";"/293/2/19/2/3/12/"
"245639";"12362";"EP EDIVA LONGHOSHI";"64";"/293/2/19/2/3/13/";"/293/2/19/2/3/"
"245640";"1";"MESA 1";"128";"/293/2/19/2/3/13/1/";"/293/2/19/2/3/13/"
"245642";"12365";"ESCOLA PRIMÁRIA DE ETWALI";"64";"/293/2/19/2/3/14/";"/293/2/19/2/3/"
"245643";"1";"MESA 1";"128";"/293/2/19/2/3/14/1/";"/293/2/19/2/3/14/"
"245644";"12366";"ESCOLA PRIMÁRIA DE OKAPANGU 17 DE SETEMBRO";"64";"/293/2/19/2/3/15/";"/293/2/19/2/3/"
"245645";"1";"MESA 1";"128";"/293/2/19/2/3/15/1/";"/293/2/19/2/3/15/"
"696649";"2";"MESA 2";"128";"/293/2/19/2/3/15/2/";"/293/2/19/2/3/15/"
"245646";"12369";"EP OHAUTUKU";"64";"/293/2/19/2/3/16/";"/293/2/19/2/3/"
"245647";"1";"MESA 1";"128";"/293/2/19/2/3/16/1/";"/293/2/19/2/3/16/"
"245648";"12379";"EP OSHALIMBALA 27";"64";"/293/2/19/2/3/17/";"/293/2/19/2/3/"
"245649";"1";"MESA 1";"128";"/293/2/19/2/3/17/1/";"/293/2/19/2/3/17/"
"245651";"12380";"E P DE OSHIMBOBO";"64";"/293/2/19/2/3/18/";"/293/2/19/2/3/"
"245652";"1";"MESA 1";"128";"/293/2/19/2/3/18/1/";"/293/2/19/2/3/18/"
"245653";"12381";"ESCOLA PRIMÁRIA DE OHAKUYELA";"64";"/293/2/19/2/3/19/";"/293/2/19/2/3/"
"245654";"1";"MESA 1";"128";"/293/2/19/2/3/19/1/";"/293/2/19/2/3/19/"
"245589";"12302";"EP OSHOODWA";"64";"/293/2/19/2/3/2/";"/293/2/19/2/3/"
"245590";"1";"MESA 1";"128";"/293/2/19/2/3/2/1/";"/293/2/19/2/3/2/"
"245655";"12382";"EP OHAMITI";"64";"/293/2/19/2/3/20/";"/293/2/19/2/3/"
"245656";"1";"MESA 1";"128";"/293/2/19/2/3/20/1/";"/293/2/19/2/3/20/"
"245657";"12383";"ESCOLA PRIMÁRIA DE JONAS SINGIDWA DE ONGHENDJO";"64";"/293/2/19/2/3/21/";"/293/2/19/2/3/"
"245658";"1";"MESA 1";"128";"/293/2/19/2/3/21/1/";"/293/2/19/2/3/21/"
"245659";"12385";"EP ONGHENDJO 25";"64";"/293/2/19/2/3/22/";"/293/2/19/2/3/"
"245660";"1";"MESA 1";"128";"/293/2/19/2/3/22/1/";"/293/2/19/2/3/22/"
"245661";"12391";"EP ONGHUMBO";"64";"/293/2/19/2/3/23/";"/293/2/19/2/3/"
